timestamp_utc,water_temperature,sp_conductance,ph,do_concentration,do_saturation,turbidity
2018-04-23 23:00:33+00:00,2.27,0.074,7.39,,0.0,
2018-04-24 00:00:33+00:00,2.47,0.073,7.42,,,
2018-04-24 01:00:34+00:00,2.6,0.073,7.46,,,
2018-04-24 02:00:34+00:00,2.62,0.072,7.47,,,
2018-04-24 03:00:33+00:00,2.6,0.072,7.48,,,
2018-04-24 04:00:35+00:00,2.5,0.072,7.46,,,
