event_start,warning_time,event_turbidity,warning_probability_12h,warning_probability_6h,warning_probability_24h,lead_time_hours
2022-09-26 20:00:00+00:00,2022-09-26 14:00:00+00:00,435.0,0.40589863,0.08521883,0.5715695,6.0
