timestamp_utc,water_temperature,sp_conductance,ph,do_concentration,do_saturation,turbidity,segment_id,high_turbidity,timestamp,hour,day_of_week,month,day_of_year,hour_sin,hour_cos,month_sin,month_cos,water_temperature_lag_1h,water_temperature_lag_3h,water_temperature_lag_6h,water_temperature_lag_12h,water_temperature_lag_24h,sp_conductance_lag_1h,sp_conductance_lag_3h,sp_conductance_lag_6h,sp_conductance_lag_12h,sp_conductance_lag_24h,ph_lag_1h,ph_lag_3h,ph_lag_6h,ph_lag_12h,ph_lag_24h,do_concentration_lag_1h,do_concentration_lag_3h,do_concentration_lag_6h,do_concentration_lag_12h,do_concentration_lag_24h,do_saturation_lag_1h,do_saturation_lag_3h,do_saturation_lag_6h,do_saturation_lag_12h,do_saturation_lag_24h,turbidity_lag_1h,turbidity_lag_3h,turbidity_lag_6h,turbidity_lag_12h,turbidity_lag_24h,water_temperature_change_3h,water_temperature_change_6h,water_temperature_change_12h,water_temperature_change_24h,sp_conductance_change_3h,sp_conductance_change_6h,sp_conductance_change_12h,sp_conductance_change_24h,ph_change_3h,ph_change_6h,ph_change_12h,ph_change_24h,do_concentration_change_3h,do_concentration_change_6h,do_concentration_change_12h,do_concentration_change_24h,do_saturation_change_3h,do_saturation_change_6h,do_saturation_change_12h,do_saturation_change_24h,turbidity_change_3h,turbidity_change_6h,turbidity_change_12h,turbidity_change_24h,water_temperature_rolling_mean_6h,water_temperature_rolling_max_6h,water_temperature_rolling_std_6h,water_temperature_rolling_mean_12h,water_temperature_rolling_max_12h,water_temperature_rolling_std_12h,water_temperature_rolling_mean_24h,water_temperature_rolling_max_24h,water_temperature_rolling_std_24h,sp_conductance_rolling_mean_6h,sp_conductance_rolling_max_6h,sp_conductance_rolling_std_6h,sp_conductance_rolling_mean_12h,sp_conductance_rolling_max_12h,sp_conductance_rolling_std_12h,sp_conductance_rolling_mean_24h,sp_conductance_rolling_max_24h,sp_conductance_rolling_std_24h,ph_rolling_mean_6h,ph_rolling_max_6h,ph_rolling_std_6h,ph_rolling_mean_12h,ph_rolling_max_12h,ph_rolling_std_12h,ph_rolling_mean_24h,ph_rolling_max_24h,ph_rolling_std_24h,do_concentration_rolling_mean_6h,do_concentration_rolling_max_6h,do_concentration_rolling_std_6h,do_concentration_rolling_mean_12h,do_concentration_rolling_max_12h,do_concentration_rolling_std_12h,do_concentration_rolling_mean_24h,do_concentration_rolling_max_24h,do_concentration_rolling_std_24h,do_saturation_rolling_mean_6h,do_saturation_rolling_max_6h,do_saturation_rolling_std_6h,do_saturation_rolling_mean_12h,do_saturation_rolling_max_12h,do_saturation_rolling_std_12h,do_saturation_rolling_mean_24h,do_saturation_rolling_max_24h,do_saturation_rolling_std_24h,turbidity_rolling_mean_6h,turbidity_rolling_max_6h,turbidity_rolling_std_6h,turbidity_rolling_mean_12h,turbidity_rolling_max_12h,turbidity_rolling_std_12h,turbidity_rolling_mean_24h,turbidity_rolling_max_24h,turbidity_rolling_std_24h,turbidity_change_1h,turbidity_ratio_1h,risk_probability_1h,risk_probability_6h,risk_probability_12h,risk_probability_24h,predicted_risk_horizon,risk_level,turbidity_trend_6h,ph_trend_6h,do_concentration_trend_6h,sp_conductance_trend_6h,water_temperature_trend_6h,actual_high_turbidity
2022-09-25 17:00:00+00:00,5.35,0.038,7.35,12.98,102.5,27.4,15,False,2022-09-25 17:00:00+00:00,17,6,9,268,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,5.37,5.41,5.51,5.91,5.54,0.038,0.038,0.039,0.037,0.033,7.34,7.33,7.36,7.38,7.3,12.97,12.95,12.9,12.8,12.95,102.5,102.5,102.4,102.6,102.8,32.1,27.8,30.5,29.2,33.3,-0.0600000000000005,-0.16000000000000014,-0.5600000000000005,-0.1900000000000004,0.0,-0.0010000000000000009,0.0010000000000000009,0.0049999999999999975,0.019999999999999574,-0.010000000000000675,-0.03000000000000025,0.04999999999999982,0.030000000000001137,0.08000000000000007,0.17999999999999972,0.030000000000001137,0.0,0.09999999999999432,-0.09999999999999432,-0.29999999999999716,-0.40000000000000213,-3.1000000000000014,-1.8000000000000007,-5.899999999999999,5.428333333333334,5.51,0.05076087732365865,5.555833333333333,5.91,0.16887102842827537,5.757083333333334,6.24,0.304609217461191,0.03833333333333333,0.039,0.000516397779494426,0.03808333333333334,0.039,0.0005149286505443656,0.03666666666666667,0.039,0.001785610763044812,7.34,7.36,0.010954451150099688,7.351666666666667,7.38,0.015859229221975305,7.353749999999999,7.38,0.021226009475661244,12.94,12.97,0.026076809620811752,12.899999999999999,12.97,0.05325752187591853,12.872083333333334,12.97,0.08129277023667945,102.45,102.5,0.0547722557505148,102.46666666666665,102.6,0.06513389472814426,102.77083333333333,103.6,0.3793348488291851,29.516666666666666,32.1,2.091331314418293,,,,,,,-4.700000000000003,0.8535825545171338,4.770489e-05,0.0001037392,0.00032147916,0.003205494,NO SIGNIFICANT RISK,LOW,-3.1000000000000014,-0.010000000000000675,0.08000000000000007,-0.0010000000000000009,-0.16000000000000014,False
2022-09-25 18:00:00+00:00,5.35,0.038,7.34,12.99,102.6,26.9,15,False,2022-09-25 18:00:00+00:00,18,6,9,268,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,5.35,5.39,5.46,5.79,5.57,0.038,0.038,0.039,0.038,0.034,7.35,7.34,7.34,7.36,7.32,12.98,12.96,12.92,12.82,12.96,102.5,102.5,102.4,102.5,103.0,27.4,26.7,31.2,33.0,35.9,-0.040000000000000036,-0.11000000000000032,-0.4400000000000004,-0.22000000000000064,0.0,-0.0010000000000000009,0.0,0.003999999999999997,0.0,0.0,-0.020000000000000462,0.019999999999999574,0.02999999999999936,0.07000000000000028,0.16999999999999993,0.02999999999999936,0.09999999999999432,0.19999999999998863,0.09999999999999432,-0.4000000000000057,0.1999999999999993,-4.300000000000001,-6.100000000000001,-9.0,5.401666666666666,5.46,0.040207793606060686,5.509166666666666,5.79,0.13634570589186484,5.7491666666666665,6.24,0.31285385762666307,0.03816666666666666,0.039,0.0004082482904639854,0.03816666666666666,0.039,0.0003892494720806638,0.036875,0.039,0.0016235361299390357,7.338333333333334,7.35,0.007527726527085708,7.349166666666666,7.37,0.013113721705514655,7.355833333333333,7.38,0.01791687731591694,12.953333333333335,12.98,0.021602468994693338,12.915000000000001,12.98,0.04757768766592868,12.873333333333335,12.98,0.08276034897412402,102.46666666666665,102.5,0.05163977794942975,102.45833333333333,102.5,0.05149286505475314,102.75833333333333,103.6,0.3832545602742948,29.0,32.1,2.1808255317654077,,,,,,,-0.5,0.9817518248175182,7.641583e-05,3.635643e-05,0.00020028255,0.0040893788,NO SIGNIFICANT RISK,LOW,-4.300000000000001,0.0,0.07000000000000028,-0.0010000000000000009,-0.11000000000000032,False
2022-09-25 19:00:00+00:00,5.39,0.037,7.33,13.0,102.8,25.5,15,False,2022-09-25 19:00:00+00:00,19,6,9,268,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,5.35,5.37,5.43,5.7,5.62,0.038,0.038,0.038,0.038,0.034,7.34,7.34,7.33,7.37,7.34,12.99,12.97,12.94,12.86,12.95,102.6,102.5,102.4,102.5,103.1,26.9,32.1,28.8,31.1,38.6,0.019999999999999574,-0.040000000000000036,-0.3100000000000005,-0.23000000000000043,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.0029999999999999957,-0.009999999999999787,0.0,-0.040000000000000036,-0.009999999999999787,0.02999999999999936,0.0600000000000005,0.14000000000000057,0.05000000000000071,0.29999999999999716,0.3999999999999915,0.29999999999999716,-0.29999999999999716,-6.600000000000001,-3.3000000000000007,-5.600000000000001,-13.100000000000001,5.383333333333333,5.43,0.032659863237123374,5.4725,5.7,0.11071051522695464,5.739999999999999,6.24,0.3214369909180259,0.038,0.038,3.04027088216043e-10,0.03816666666666666,0.039,0.0003892494720806638,0.03704166666666667,0.039,0.001517411029314105,7.338333333333334,7.35,0.007527726527085708,7.347499999999999,7.37,0.012880570286639843,7.3566666666666665,7.38,0.01659404467996211,12.965000000000002,12.99,0.018708286933868862,12.929166666666667,12.99,0.041660605619774096,12.874583333333334,12.99,0.08433778701650005,102.5,102.6,0.06324555320336363,102.46666666666665,102.6,0.06513389472814426,102.74166666666666,103.6,0.38097890694401976,28.283333333333335,32.1,2.0133719643092602,,,,,,,-1.3999999999999986,0.9479553903345725,5.593131e-05,1.9012485e-05,0.00027226855,0.007442305,NO SIGNIFICANT RISK,LOW,-3.3000000000000007,0.0,0.0600000000000005,-0.0010000000000000009,-0.040000000000000036,False
2022-09-25 20:00:00+00:00,5.5,0.036,7.36,13.0,103.2,28.3,15,False,2022-09-25 20:00:00+00:00,20,6,9,268,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,5.39,5.35,5.41,5.6,5.7,0.037,0.038,0.038,0.038,0.034,7.33,7.35,7.33,7.35,7.34,13.0,12.98,12.95,12.89,12.96,102.8,102.5,102.5,102.5,103.3,25.5,27.4,27.8,,36.3,0.15000000000000036,0.08999999999999986,-0.09999999999999964,-0.20000000000000018,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.001999999999999995,0.010000000000000675,0.03000000000000025,0.010000000000000675,0.020000000000000462,0.019999999999999574,0.05000000000000071,0.10999999999999943,0.03999999999999915,0.7000000000000028,0.7000000000000028,0.7000000000000028,-0.09999999999999432,0.9000000000000021,0.5,,-7.9999999999999964,5.376666666666666,5.41,0.0242212028327995,5.446666666666666,5.6,0.08626948616065776,5.730416666666666,6.24,0.32852078442178007,0.03783333333333334,0.038,0.00040824829046396527,0.03808333333333334,0.039,0.0005149286505443656,0.03716666666666666,0.039,0.001372609912179906,7.338333333333334,7.35,0.007527726527085708,7.344166666666667,7.36,0.011645001528811469,7.35625,7.38,0.01714706211368096,12.975,13.0,0.01870828693386758,12.940833333333332,13.0,0.04010403138505668,12.876666666666667,13.0,0.0868615423316432,102.56666666666666,102.8,0.12110601416389939,102.49166666666667,102.8,0.11645001528828602,102.72916666666667,103.6,0.3735600372755404,27.733333333333334,32.1,2.27742544700513,,,,,,,2.8000000000000007,1.1098039215686275,6.060931e-05,6.438877e-05,0.00087021646,0.010246038,NO SIGNIFICANT RISK,LOW,0.5,0.03000000000000025,0.05000000000000071,-0.0020000000000000018,0.08999999999999986,False
2022-09-25 21:00:00+00:00,5.72,0.034,7.34,12.96,103.4,34.9,15,False,2022-09-25 21:00:00+00:00,21,6,9,268,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,5.5,5.35,5.39,5.56,5.91,0.036,0.038,0.038,0.038,0.034,7.36,7.34,7.34,7.36,7.35,13.0,12.99,12.96,12.89,12.92,103.2,102.6,102.5,102.4,103.6,28.3,26.9,26.7,,39.9,0.3700000000000001,0.33000000000000007,0.16000000000000014,-0.1900000000000004,-0.003999999999999997,-0.003999999999999997,-0.003999999999999997,0.0,0.0,0.0,-0.020000000000000462,-0.009999999999999787,-0.02999999999999936,0.0,0.07000000000000028,0.040000000000000924,0.8000000000000114,0.9000000000000057,1.0,-0.19999999999998863,8.0,8.2,,-5.0,5.391666666666666,5.5,0.05600595206464769,5.438333333333333,5.56,0.0740802186003694,5.722083333333333,6.24,0.3318456839722565,0.0375,0.038,0.0008366600265341158,0.03791666666666666,0.039,0.0007929614610987165,0.03725,0.039,0.0012247448713916048,7.343333333333333,7.36,0.010327955589882079,7.345,7.36,0.012431631210159857,7.357083333333333,7.38,0.01680558050862521,12.983333333333334,13.0,0.016329931618550904,12.950000000000001,13.0,0.04000000000000357,12.878333333333336,13.0,0.08889009661015267,102.68333333333334,103.2,0.27868739954771377,102.55,103.2,0.2354878881271588,102.72500000000001,103.6,0.3674234614175145,27.816666666666663,32.1,2.289468642865964,,,,,,,6.599999999999998,1.23321554770318,2.928846e-05,8.550144e-05,0.02882873,0.04335463,NO SIGNIFICANT RISK,LOW,8.2,0.0,0.0,-0.003999999999999997,0.33000000000000007,False
2022-09-25 22:00:00+00:00,5.93,0.033,7.34,12.93,103.7,37.6,15,False,2022-09-25 22:00:00+00:00,22,6,9,268,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,5.72,5.39,5.37,5.54,6.12,0.034,0.037,0.038,0.038,0.035,7.34,7.33,7.34,7.36,7.37,12.96,13.0,12.97,12.9,12.85,103.4,102.8,102.5,102.4,103.5,34.9,25.5,32.1,,38.6,0.54,0.5599999999999996,0.3899999999999997,-0.1900000000000004,-0.003999999999999997,-0.0049999999999999975,-0.0049999999999999975,-0.0020000000000000018,0.009999999999999787,0.0,-0.020000000000000462,-0.03000000000000025,-0.07000000000000028,-0.040000000000000924,0.02999999999999936,0.08000000000000007,0.9000000000000057,1.2000000000000028,1.2999999999999972,0.20000000000000284,12.100000000000001,5.5,,-1.0,5.446666666666666,5.72,0.14514360704718457,5.451666666666667,5.72,0.10564376962512126,5.714166666666667,6.24,0.3294252790736525,0.03683333333333333,0.038,0.0016020819787597323,0.03758333333333334,0.039,0.0013789543689024283,0.03725,0.039,0.0012247448713916048,7.343333333333334,7.36,0.010327955589882079,7.343333333333333,7.36,0.011547005383790662,7.3566666666666665,7.38,0.017110044511584568,12.983333333333334,13.0,0.016329931618550904,12.955833333333333,13.0,0.03528026317500011,12.88,13.0,0.09007243461937084,102.83333333333333,103.4,0.3829708431025384,102.63333333333333,103.4,0.33393884397477347,102.71666666666665,103.5,0.3484957322010518,29.183333333333334,34.9,3.5757050586795533,,,,,,,2.700000000000003,1.0773638968481376,3.0190784e-05,9.999294e-05,0.02537525,0.26269296,24h,LOW,5.5,0.0,-0.040000000000000924,-0.0049999999999999975,0.5599999999999996,False
2022-09-25 23:00:00+00:00,6.16,0.032,7.33,12.85,103.7,38.4,15,False,2022-09-25 23:00:00+00:00,23,6,9,268,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,5.93,5.5,5.35,5.51,6.22,0.033,0.036,0.038,0.039,0.036,7.34,7.36,7.35,7.36,7.37,12.93,13.0,12.98,12.9,12.78,103.7,103.2,102.5,102.4,103.3,37.6,28.3,27.4,30.5,37.4,0.6600000000000001,0.8100000000000005,0.6500000000000004,-0.05999999999999961,-0.003999999999999997,-0.005999999999999998,-0.006999999999999999,-0.003999999999999997,-0.03000000000000025,-0.019999999999999574,-0.03000000000000025,-0.040000000000000036,-0.15000000000000036,-0.13000000000000078,-0.05000000000000071,0.07000000000000028,0.5,1.2000000000000028,1.2999999999999972,0.4000000000000057,10.099999999999998,11.0,7.899999999999999,1.0,5.54,5.93,0.23698101189757936,5.484166666666667,5.93,0.17349133241819845,5.70625,6.24,0.32143445474256854,0.036000000000000004,0.038,0.0020976176963403022,0.03716666666666667,0.039,0.0018989630344112972,0.03716666666666667,0.039,0.0014345630047135577,7.343333333333333,7.36,0.010327955589882079,7.341666666666666,7.36,0.010298573010886198,7.355416666666667,7.38,0.01718927033043438,12.976666666666667,13.0,0.027325202042556947,12.958333333333334,13.0,0.031861442452466346,12.883333333333333,13.0,0.090393664007792,103.03333333333335,103.7,0.4760952285695293,102.74166666666667,103.7,0.44406865426084974,102.72499999999998,103.7,0.36978254479465544,30.099999999999998,37.6,4.923819655511349,29.808333333333334,37.6,3.619507332957607,,,,0.7999999999999972,1.0212765957446808,3.2391425e-05,0.00016342232,0.12915134,0.20346373,24h,LOW,11.0,-0.019999999999999574,-0.13000000000000078,-0.005999999999999998,0.8100000000000005,False
2022-09-26 00:00:00+00:00,6.33,0.032,7.32,12.78,103.5,42.7,15,False,2022-09-26 00:00:00+00:00,0,0,9,269,0.0,1.0,-1.0,-1.8369701987210297e-16,6.16,5.72,5.35,5.46,6.24,0.032,0.034,0.038,0.039,0.036,7.33,7.34,7.34,7.34,7.37,12.85,12.96,12.99,12.92,12.75,103.7,103.4,102.6,102.4,103.1,38.4,34.9,26.9,31.2,37.5,0.6100000000000003,0.9800000000000004,0.8700000000000001,0.08999999999999986,-0.0020000000000000018,-0.005999999999999998,-0.006999999999999999,-0.003999999999999997,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.04999999999999982,-0.1800000000000015,-0.21000000000000085,-0.14000000000000057,0.02999999999999936,0.09999999999999432,0.9000000000000057,1.0999999999999943,0.4000000000000057,7.800000000000004,15.800000000000004,11.500000000000004,5.200000000000003,5.675,6.16,0.32241277890307074,5.538333333333333,6.16,0.2614586125194676,5.703749999999999,6.24,0.31747389485285815,0.035,0.038,0.002366431913239837,0.036583333333333336,0.039,0.0023143164446679677,0.037,0.039,0.0017693034738587752,7.34,7.36,0.010954451150099725,7.339166666666666,7.36,0.009003366373781425,7.353750000000001,7.38,0.017646898976258,12.954999999999998,13.0,0.05822370651203721,12.954166666666667,13.0,0.04187825066532996,12.886249999999999,13.0,0.0880124744122893,103.23333333333333,103.7,0.458984386081567,102.85000000000001,103.7,0.5072205903478434,102.74166666666667,103.7,0.4042348291543904,31.933333333333334,38.4,5.703566135907131,30.466666666666665,38.4,4.392624672693086,,,,4.300000000000004,1.1119791666666667,5.2612573e-05,0.00030430793,0.089122616,0.20643619,24h,LOW,15.800000000000004,-0.019999999999999574,-0.21000000000000085,-0.005999999999999998,0.9800000000000004,False
2022-09-26 01:00:00+00:00,6.4,0.033,7.35,12.72,103.3,41.8,15,False,2022-09-26 01:00:00+00:00,1,0,9,269,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,6.33,5.93,5.39,5.43,6.22,0.032,0.033,0.037,0.038,0.036,7.32,7.34,7.33,7.33,7.38,12.78,12.93,13.0,12.94,12.75,103.5,103.7,102.8,102.4,103.0,42.7,37.6,25.5,28.8,47.8,0.47000000000000064,1.0100000000000007,0.9700000000000006,0.1800000000000006,0.0,-0.003999999999999997,-0.0049999999999999975,-0.0029999999999999957,0.009999999999999787,0.019999999999999574,0.019999999999999574,-0.03000000000000025,-0.20999999999999908,-0.27999999999999936,-0.21999999999999886,-0.02999999999999936,-0.4000000000000057,0.5,0.8999999999999915,0.29999999999999716,4.199999999999996,16.299999999999997,12.999999999999996,-6.0,5.838333333333334,6.33,0.3696169188046816,5.610833333333333,6.33,0.3450285451519851,5.7075,6.33,0.324536458727642,0.034,0.037,0.0020976176963402827,0.036,0.038,0.0025226248955475647,0.036833333333333336,0.039,0.002035909510816214,7.336666666666667,7.36,0.013662601021276866,7.3374999999999995,7.36,0.010552897060218034,7.351666666666667,7.38,0.018572224859501184,12.92,13.0,0.08831760866327709,12.9425,13.0,0.06524429616310194,12.887500000000001,13.0,0.08618735910541171,103.38333333333333,103.7,0.34302575219168535,102.94166666666668,103.7,0.5177895910562139,102.75833333333334,103.7,0.4272425913741383,34.56666666666666,42.7,6.5058947629566415,31.425,42.7,5.643520016959157,,,,-0.9000000000000057,0.9789227166276345,8.607646e-05,0.00020181786,0.014005002,0.27725002,24h,LOW,16.299999999999997,0.019999999999999574,-0.27999999999999936,-0.003999999999999997,1.0100000000000007,False
2022-09-26 02:00:00+00:00,6.43,0.034,7.33,12.68,103.0,37.6,15,False,2022-09-26 02:00:00+00:00,2,0,9,269,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,6.4,6.16,5.5,5.41,6.21,0.033,0.032,0.036,0.038,0.037,7.35,7.33,7.36,7.33,7.38,12.72,12.85,13.0,12.95,12.74,103.3,103.7,103.2,102.5,102.9,41.8,38.4,28.3,27.8,33.7,0.2699999999999996,0.9299999999999997,1.0199999999999996,0.21999999999999975,0.0020000000000000018,-0.001999999999999995,-0.003999999999999997,-0.0029999999999999957,0.0,-0.03000000000000025,0.0,-0.04999999999999982,-0.16999999999999993,-0.3200000000000003,-0.2699999999999996,-0.0600000000000005,-0.7000000000000028,-0.20000000000000284,0.5,0.09999999999999432,-0.7999999999999972,9.3,9.8,3.8999999999999986,6.006666666666667,6.4,0.35426920084402774,5.691666666666666,6.4,0.40689139344621666,5.715,6.4,0.3386674654789168,0.03333333333333333,0.036,0.0015055453054181244,0.035583333333333335,0.038,0.002574643252722189,0.036708333333333336,0.039,0.002176538269955237,7.34,7.36,0.014142135623728153,7.339166666666666,7.36,0.01083624669450514,7.350416666666667,7.38,0.017564580631304866,12.873333333333333,13.0,0.10911767348448272,12.924166666666666,13.0,0.09159777025207495,12.886249999999999,13.0,0.08845595809067408,103.46666666666668,103.7,0.20655911179774364,103.01666666666667,103.7,0.49696045815518125,102.77083333333333,103.7,0.4388514323893413,37.28333333333333,42.7,5.243440346439223,32.50833333333333,42.7,6.303023564973126,,,,-4.199999999999996,0.8995215311004786,8.666403e-05,0.000354036,0.008906428,0.20400101,24h,LOW,9.3,-0.03000000000000025,-0.3200000000000003,-0.001999999999999995,0.9299999999999997,False
2022-09-26 03:00:00+00:00,6.36,0.034,7.34,12.67,102.8,36.3,15,False,2022-09-26 03:00:00+00:00,3,0,9,269,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,6.43,6.33,5.72,5.39,6.13,0.034,0.032,0.034,0.038,0.037,7.33,7.32,7.34,7.34,7.37,12.68,12.78,12.96,12.96,12.75,103.0,103.5,103.4,102.5,102.7,37.6,42.7,34.9,26.7,31.9,0.03000000000000025,0.6400000000000006,0.9700000000000006,0.23000000000000043,0.0020000000000000018,0.0,-0.003999999999999997,-0.0029999999999999957,0.019999999999999574,0.0,0.0,-0.03000000000000025,-0.10999999999999943,-0.2900000000000009,-0.2900000000000009,-0.08000000000000007,-0.7000000000000028,-0.6000000000000085,0.29999999999999716,0.09999999999999432,-6.400000000000006,1.3999999999999986,9.599999999999998,4.399999999999999,6.161666666666666,6.43,0.2849151920601385,5.776666666666667,6.43,0.4472406985329482,5.724166666666668,6.43,0.3552208947373047,0.033,0.034,0.0008944271909998457,0.03525,0.038,0.0024908925016036893,0.036583333333333336,0.039,0.0022441550490235724,7.335000000000001,7.35,0.010488088481698103,7.339166666666666,7.36,0.01083624669450514,7.348333333333334,7.38,0.016854019432007095,12.82,12.96,0.11296016997154001,12.901666666666669,13.0,0.11487806447259721,12.88375,13.0,0.09347459547919941,103.43333333333334,103.7,0.2658320271650355,103.05833333333334,103.7,0.4699290726625126,102.77499999999999,103.7,0.4406023544905775,38.833333333333336,42.7,2.9138748543248525,33.324999999999996,42.7,6.272323768313136,,,,-1.3000000000000043,0.9654255319148936,0.000104711195,0.00023820513,0.0006569633,0.07564795,NO SIGNIFICANT RISK,LOW,1.3999999999999986,0.0,-0.2900000000000009,0.0,0.6400000000000006,False
2022-09-26 04:00:00+00:00,6.22,0.035,7.34,12.69,102.5,33.2,15,False,2022-09-26 04:00:00+00:00,4,0,9,269,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,6.36,6.4,5.93,5.37,6.02,0.034,0.033,0.033,0.038,0.037,7.34,7.35,7.34,7.34,7.38,12.67,12.72,12.93,12.97,12.77,102.8,103.3,103.7,102.5,102.6,36.3,41.8,37.6,32.1,27.2,-0.1800000000000006,0.29000000000000004,0.8499999999999996,0.20000000000000018,0.0020000000000000018,0.0020000000000000018,-0.0029999999999999957,-0.001999999999999995,-0.009999999999999787,0.0,0.0,-0.040000000000000036,-0.030000000000001137,-0.2400000000000002,-0.28000000000000114,-0.08000000000000007,-0.7999999999999972,-1.2000000000000028,0.0,-0.09999999999999432,-8.599999999999994,-4.399999999999999,1.1000000000000014,6.0000000000000036,6.2683333333333335,6.43,0.19072668053176312,5.857500000000001,6.43,0.4585178691868319,5.73375,6.43,0.36946274154683684,0.033,0.034,0.0008944271909998457,0.03491666666666667,0.038,0.002353269807709867,0.036458333333333336,0.039,0.0023027236551275703,7.335,7.35,0.010488088481698103,7.339166666666666,7.36,0.01083624669450514,7.347083333333334,7.38,0.01627993341153561,12.771666666666667,12.93,0.10264826674944613,12.8775,13.0,0.1308798894198266,12.880416666666667,13.0,0.09967247086972078,103.33333333333333,103.7,0.37237973450050815,103.08333333333333,103.7,0.4448356863819569,102.77916666666665,103.7,0.4403350173859262,39.06666666666667,42.7,2.5718994277900302,34.125,42.7,5.954696389481962,,,,-3.0999999999999943,0.9146005509641875,5.7826193e-05,0.000117255186,0.0006997538,0.037131287,NO SIGNIFICANT RISK,LOW,-4.399999999999999,0.0,-0.2400000000000002,0.0020000000000000018,0.29000000000000004,False
2022-09-26 05:00:00+00:00,6.09,0.036,7.31,12.71,102.4,23.5,15,False,2022-09-26 05:00:00+00:00,5,0,9,269,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,6.22,6.43,6.16,5.35,5.91,0.035,0.034,0.032,0.038,0.037,7.34,7.33,7.33,7.35,7.38,12.69,12.68,12.85,12.98,12.8,102.5,103.0,103.7,102.5,102.6,33.2,37.6,38.4,27.4,29.2,-0.33999999999999986,-0.07000000000000028,0.7400000000000002,0.17999999999999972,0.001999999999999995,0.003999999999999997,-0.0020000000000000018,-0.0010000000000000009,-0.020000000000000462,-0.020000000000000462,-0.040000000000000036,-0.07000000000000028,0.030000000000001137,-0.1399999999999988,-0.2699999999999996,-0.08999999999999986,-0.5999999999999943,-1.2999999999999972,-0.09999999999999432,-0.19999999999998863,-14.100000000000001,-14.899999999999999,-3.8999999999999986,-5.699999999999999,6.316666666666666,6.43,0.10557777543908121,5.928333333333334,6.43,0.44170811698004414,5.742083333333333,6.43,0.3783485759554761,0.03333333333333333,0.035,0.0012110601416389529,0.034666666666666665,0.038,0.002146173479954653,0.036375,0.039,0.002318404623873929,7.335000000000001,7.35,0.010488088481698103,7.339166666666667,7.36,0.01083624669450514,7.345416666666666,7.38,0.014738050920237228,12.731666666666667,12.85,0.07026141662865248,12.854166666666666,13.0,0.13767275648721697,12.877083333333333,13.0,0.10473482734014981,103.13333333333333,103.7,0.4501851470969015,103.08333333333333,103.7,0.4448356863819569,102.77499999999999,103.7,0.4425715368360499,38.333333333333336,42.7,3.524580353271389,34.21666666666667,42.7,5.929101316746311,,,,-9.700000000000003,0.7078313253012047,7.4811695e-05,0.00012351749,0.0004319198,0.02689574,NO SIGNIFICANT RISK,LOW,-14.899999999999999,-0.020000000000000462,-0.1399999999999988,0.003999999999999997,-0.07000000000000028,False
