timestamp_utc,turbidity,year,period
2019-09-22 03:00:00+00:00,454.1,2019,train
2019-09-22 04:00:00+00:00,447.0,2019,train
2019-09-22 06:00:00+00:00,420.1,2019,train
2019-11-22 03:00:00+00:00,564.8,2019,train
2019-11-22 04:00:00+00:00,462.2,2019,train
2020-06-13 23:00:00+00:00,321.3,2020,train
2020-10-03 12:00:00+00:00,345.2,2020,validation
2021-08-13 09:00:00+00:00,353.6,2021,validation
2021-08-13 14:00:00+00:00,361.3,2021,validation
2021-08-13 16:00:00+00:00,367.4,2021,validation
2021-08-13 18:00:00+00:00,388.9,2021,validation
2021-08-13 19:00:00+00:00,533.4,2021,validation
2021-08-13 20:00:00+00:00,705.0,2021,validation
2021-08-13 21:00:00+00:00,835.9,2021,validation
2021-08-13 22:00:00+00:00,825.0,2021,validation
2021-08-13 23:00:00+00:00,775.9,2021,validation
2021-08-14 00:00:00+00:00,707.7,2021,validation
2021-08-14 01:00:00+00:00,569.5,2021,validation
2021-08-14 02:00:00+00:00,610.3,2021,validation
2021-08-14 03:00:00+00:00,580.5,2021,validation
2021-08-14 04:00:00+00:00,500.0,2021,validation
2021-08-14 05:00:00+00:00,400.9,2021,validation
2021-08-14 06:00:00+00:00,325.5,2021,validation
2021-08-14 07:00:00+00:00,374.1,2021,validation
2021-08-14 08:00:00+00:00,452.9,2021,validation
2021-08-14 10:00:00+00:00,395.0,2021,validation
2021-09-07 17:00:00+00:00,526.3,2021,validation
2021-10-10 16:00:00+00:00,402.2,2021,validation
2022-08-17 21:00:00+00:00,402.9,2022,validation
2022-08-17 22:00:00+00:00,523.3,2022,validation
2022-08-17 23:00:00+00:00,715.3,2022,validation
2022-08-18 00:00:00+00:00,645.1,2022,validation
2022-08-18 01:00:00+00:00,539.9,2022,validation
2022-08-18 02:00:00+00:00,486.9,2022,validation
2022-08-18 03:00:00+00:00,390.2,2022,validation
2022-08-18 04:00:00+00:00,379.9,2022,validation
2022-08-18 06:00:00+00:00,324.6,2022,validation
2022-09-10 08:00:00+00:00,369.5,2022,validation
2022-09-26 20:00:00+00:00,435.0,2022,validation
2022-09-26 21:00:00+00:00,598.6,2022,validation
2022-09-26 22:00:00+00:00,963.7,2022,validation
2022-09-26 23:00:00+00:00,1081.2,2022,validation
2022-09-27 00:00:00+00:00,1259.7,2022,validation
2022-09-27 01:00:00+00:00,1229.2,2022,validation
2022-09-27 02:00:00+00:00,1200.7,2022,validation
2022-09-27 03:00:00+00:00,1181.9,2022,validation
2022-09-27 04:00:00+00:00,1129.4,2022,validation
2022-09-27 05:00:00+00:00,994.2,2022,validation
2022-09-27 06:00:00+00:00,940.7,2022,validation
2022-09-27 07:00:00+00:00,831.3,2022,validation
2022-09-27 08:00:00+00:00,763.4,2022,validation
2022-09-27 09:00:00+00:00,656.8,2022,validation
2022-09-27 10:00:00+00:00,630.3,2022,validation
2022-09-27 11:00:00+00:00,559.3,2022,validation
2022-09-27 12:00:00+00:00,533.6,2022,validation
2022-09-27 13:00:00+00:00,552.7,2022,validation
2022-09-27 14:00:00+00:00,508.6,2022,validation
2022-09-27 15:00:00+00:00,469.0,2022,validation
2022-09-27 16:00:00+00:00,481.9,2022,validation
2022-09-27 17:00:00+00:00,331.2,2022,validation
2022-09-27 18:00:00+00:00,390.1,2022,validation
2022-09-27 19:00:00+00:00,343.6,2022,validation
2022-09-27 20:00:00+00:00,327.5,2022,validation
2022-09-27 21:00:00+00:00,326.1,2022,validation
2022-09-28 13:00:00+00:00,406.3,2022,validation
2022-10-01 14:00:00+00:00,391.6,2022,validation
2022-10-01 15:00:00+00:00,472.6,2022,validation
2022-10-01 16:00:00+00:00,568.4,2022,validation
2022-10-01 17:00:00+00:00,643.2,2022,validation
2022-10-01 18:00:00+00:00,695.4,2022,validation
2022-10-01 19:00:00+00:00,657.5,2022,validation
2022-10-01 20:00:00+00:00,609.1,2022,validation
2022-10-01 21:00:00+00:00,548.2,2022,validation
2022-10-01 22:00:00+00:00,477.0,2022,validation
2022-10-01 23:00:00+00:00,441.7,2022,validation
2022-10-02 00:00:00+00:00,388.9,2022,validation
2022-10-02 01:00:00+00:00,354.1,2022,validation
2022-10-02 03:00:00+00:00,367.4,2022,validation
2022-10-10 00:00:00+00:00,374.4,2022,validation
2022-10-10 01:00:00+00:00,333.3,2022,validation
2022-10-10 02:00:00+00:00,353.5,2022,validation
2022-10-13 14:00:00+00:00,351.9,2022,validation
2022-10-13 15:00:00+00:00,378.4,2022,validation
2022-10-13 16:00:00+00:00,383.0,2022,validation
2022-10-13 17:00:00+00:00,387.2,2022,validation
2022-10-13 18:00:00+00:00,397.9,2022,validation
2022-10-13 19:00:00+00:00,421.3,2022,validation
2022-10-13 20:00:00+00:00,453.5,2022,validation
2022-10-13 21:00:00+00:00,435.4,2022,validation
2022-10-13 22:00:00+00:00,412.8,2022,validation
2022-10-13 23:00:00+00:00,450.2,2022,validation
2022-10-14 00:00:00+00:00,414.0,2022,validation
2022-10-14 01:00:00+00:00,407.7,2022,validation
